7|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
4|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
4|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
4|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
4|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
4|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
8|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
9|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
10|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
11|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
12|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
13|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
14|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
15|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
16|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
17|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
18|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
19|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
20|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
21|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
22|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
23|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
24|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
25|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
26|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
27|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
28|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
29|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
30|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
31|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
32|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
33|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
34|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
35|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
36|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
37|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
38|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
39|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
40|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
41|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
42|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
43|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
44|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
45|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
46|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
47|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
48|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
49|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
50|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
51|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
52|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
53|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
54|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
55|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
56|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
57|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
58|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
59|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
60|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
61|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
62|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
63|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
64|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
65|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
66|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
67|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
68|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
69|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
70|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
71|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
72|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
73|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
74|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
75|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
76|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
77|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
78|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
79|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
80|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
81|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
82|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
83|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
84|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
85|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
86|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
87|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
88|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
89|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
90|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
91|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
92|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
93|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
94|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
95|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
96|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
97|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
98|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
99|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
100|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
101|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
102|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
103|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
104|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
105|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
106|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
107|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
108|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
109|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
110|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
111|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
112|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
113|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
114|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
115|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
116|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
117|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
118|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
119|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
120|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
121|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
122|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
123|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
124|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
125|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
126|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
127|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
128|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
129|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
130|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
131|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
132|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
133|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
134|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
135|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
136|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
137|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
138|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
139|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
140|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
141|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
142|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
143|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
144|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
145|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
146|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
147|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
148|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
149|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
150|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
151|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
152|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
153|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
154|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
155|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
156|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
157|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
158|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
159|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
160|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
161|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
162|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
163|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
164|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
165|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
166|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
167|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
168|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
169|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
170|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
171|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
172|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
173|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
174|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
175|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
176|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
177|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
178|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
179|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
180|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
181|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
182|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
183|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
184|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
185|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
186|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
187|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
188|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
189|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
190|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
191|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
192|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
193|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
194|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
195|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
196|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
197|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
198|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
199|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
200|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
201|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
202|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
203|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
204|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
205|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
206|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
207|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
208|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
209|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
210|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
211|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
212|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
213|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
214|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
215|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
216|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
217|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
218|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
219|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
220|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
221|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
222|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
223|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
224|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
225|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
226|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
227|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
228|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
229|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
230|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
231|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
232|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
233|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
234|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
235|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
236|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
237|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
238|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
239|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
240|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
241|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
242|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
243|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
244|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
245|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
246|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
247|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
248|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
249|Joka Ristic|4|Avala|1|Tura u Beogradu|True|20
250|Jovana Ristic|7|Limanski Park|3|Tura u Novom Sadu|True|19
251|Jovana Ristic|4|Avala|1|Tura u Beogradu|False|19
252|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
253|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
254|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
255|Jovana Ristic|1|Kalemegdan|1|Tura u Beogradu|False|19
256|Jovana Ristic|2|Avala|1|Tura u Beogradu|False|19
